zip,Mean income (dollars)
18519,56365
18602,147724
18603,62680
18610,55011
18612,79972
18614,59453
18615,73504
18616,55007
18617,44856
18618,69424
18619,69910
18621,65326
18622,28010
18623,57992
18624,76055
18625,79185
18626,73356
18628,55613
18629,59948
18630,56343
18631,65073
18632,54018
18634,51609
18635,62479
18636,61114
18640,60725
18641,67730
18642,77669
18643,72471
18644,75317
18651,51655
18653,72732
18655,61006
18656,69427
18657,67958
18660,67658
18661,64179
18701,33709
18702,54064
18704,63898
18705,55525
18706,60231
18707,101363
18708,101908
18709,52600
18801,61547
18810,64803
18812,83482
18814,60033
18816,52533
18817,64889
18818,63646
18821,51659
18822,47191
18823,75027
18824,64824
18825,55986
18826,67914
18828,45413
18829,57196
18830,67839
18831,61226
18832,62532
18833,63152
18834,60257
18837,62279
18840,69488
18842,71371
18843,51858
18844,57983
18845,49409
18846,71058
18847,54446
18848,66699
18850,65051
18851,60371
18853,65984
18854,60972
18901,126145
18902,156067
18912,119687
18913,N
18914,123735
18915,104286
18917,75683
18920,66284
18923,140384
18925,149208
18929,140944
18930,93690
18932,118180
18935,-
18936,-
18938,162635
18940,160389
18942,86279
18944,100216
18947,118642
18950,82066
18951,86418
18954,150950
18955,83482
18960,91478
18962,74378
18964,91262
18966,114725
18969,90432
18970,87090
18972,82092
18974,90953
18976,108368
18977,185393
18980,94820
19001,90966
19002,144385
19003,104648
19004,165073
19006,121067
19007,60763
19008,105337
19009,100449
19010,169081
19012,98176
19013,42871
19014,89011
19015,73260
19017,107967
19018,68359
19020,78978
19021,67629
19022,54000
19023,51911
19025,187797
19026,85430
19027,92018
19029,64731
19030,84740
19031,130692
19032,64752
19033,85710
19034,186892
19035,288094
19036,72741
19038,111908
19040,88747
19041,173260
19043,68458
19044,93153
19046,127107
19047,105765
19050,68994
19053,93050
19054,79740
19055,74868
19056,81180
19057,76181
19060,153216
19061,66734
19063,125040
19064,117992
19066,234803
19067,128677
19070,82599
19072,187600
19073,151396
19074,77757
19075,107578
19076,72424
19078,81826
19079,52547
19081,131165
19082,54511
19083,110030
19085,262915
19086,122610
19087,170390
19090,80713
19094,65052
19095,94988
19096,184943
19102,131600
19103,117918
19104,48803
19106,137252
19107,85549
19109,-
19111,58674
19112,-
19113,63907
19114,71383
19115,79164
19116,69232
19118,132662
19119,91083
19120,48790
19121,37251
19122,53127
19123,97634
19124,44559
19125,74921
19126,57486
19127,80995
19128,84210
19129,76503
19130,110108
19131,51054
19132,42488
19133,35945
19134,44713
19135,53470
19136,62245
19137,69607
19138,47825
19139,40368
19140,37425
19141,48363
19142,43810
19143,47139
19144,51729
19145,66276
19146,91583
19147,99696
19148,63910
19149,52089
19150,55672
19151,61333
19152,64332
19153,56575
19154,75696
19301,127807
19310,82428
19311,120152
19312,187999
19316,101393
19317,146466
19319,N
19320,86113
19330,98632
19333,161444
19335,123661
19341,122714
19342,150330
19343,135666
19344,80645
19345,N
19348,122570
19350,154016
19352,131208
19355,163368
19358,60847
19362,77115
19363,91590
19365,77925
19367,N
19372,114459
19373,164212
19374,73151
19375,N
19380,115597
19382,120282
19383,-
19390,103045
19401,68671
19403,101536
19405,64776
19406,102688
19422,149988
19425,182421
19426,143769
19428,103706
19435,121560
19436,N
19437,302392
19438,125709
19440,96479
19442,-
19444,138593
19446,107985
19453,78578
19454,115759
19456,141042
19457,N
19460,114895
19462,106189
19464,71337
19465,101776
19468,95255
19472,N
19473,107578
19474,112714
19475,101655
19477,-
19492,71664
19501,66510
19503,63101
19504,81676
19505,73493
19506,82279
19507,81288
19508,92969
19510,86150
19511,52933
19512,72174
19518,96341
19519,-
19520,92308
19522,78673
19523,78689
19525,104192
19526,71183
19529,78024
19530,70580
19533,82083
19534,65960
19535,N
19536,56961
19538,-
19539,68931
19540,94124
19541,79521
19542,-
19543,97665
19544,53265
19545,72888
19547,80203
19549,53879
19550,74069
19551,79614
19554,73913
19555,69022
19559,97665
19560,74684
19562,67778
19564,69372
19565,78973
19567,75683
19601,39818
19602,34493
19604,41931
19605,70560
19606,80736
19607,74266
19608,105815
19609,73381
19610,111588
19611,47682
19701,96354
19702,86679
19703,67835
19706,70643
19707,139320
19709,111827
19710,-
19711,96756
19713,72525
19716,-
19717,-
19720,68732
19730,75733
19731,46440
19732,N
19733,52318
19734,98101
19735,N
19736,N
19801,54779
19802,58951
19803,133388
19804,67890
19805,57916
19806,114920
19807,249430
19808,88985
19809,84514
19810,98536
19901,58298
19902,-
19904,65718
19930,103085
19931,60923
19933,58790
19934,84127
19936,51290
19938,67602
19939,72373
19940,60482
19941,49914
19943,72823
19944,95615
19945,56995
19946,60216
19947,63856
19950,57185
19951,93505
19952,60125
19953,67738
19954,63301
19955,59010
19956,62851
19958,78664
19960,55278
19962,78759
19963,68189
19964,93348
19966,58447
19967,54377
19968,68386
19970,74630
19971,94228
19973,65748
19975,61078
19977,77970
19979,59772
20001,124541
20002,111937
20003,144304
20004,166390
20005,121591
20006,59679
20007,163417
20008,158926
20009,128895
20010,100973
20011,99761
20012,129843
20015,222955
20016,203699
20017,93267
20018,89418
20019,54397
20020,58577
20024,103023
20032,55535
20036,111865
20037,114565
20045,-
20052,-
20053,-
20057,-
20064,-
20105,144087
20106,95916
20109,73195
20110,90857
20111,100371
20112,139920
20115,116646
20117,121501
20118,N
20119,103973
20120,134443
20121,105762
20124,178225
20129,247794
20130,44336
20132,135650
20135,106082
20136,133025
20137,144508
20139,75343
20141,139575
20143,153574
20144,137253
20147,144359
20148,170024
20151,139444
20152,154312
20155,138338
20158,138969
20164,99152
20165,151289
20166,115762
20169,156135
20170,135031
20171,154657
20175,147028
20176,141563
20180,136563
20181,130093
20184,141082
20186,101324
20187,134734
20190,132384
20191,127329
20194,165380
20197,169549
20198,97994
20202,-
20204,-
20228,-
20230,-
20240,-
20245,-
20260,-
20307,-
20317,N
20319,-
20373,-
20390,-
20405,-
20418,-
20427,-
20506,-
20510,-
20520,-
20535,-
20540,-
20551,-
20553,-
20560,-
20565,-
20566,-
20593,-
20601,108304
20602,87538
20603,113170
20606,96646
20607,125910
20608,84494
20609,65919
20611,91900
20612,85499
20613,118774
20615,156242
20616,93407
20617,86035
20618,173082
20619,102942
20620,94584
20621,63326
20622,107210
20623,121743
20624,80066
20625,75074
20626,120400
20628,169740
20629,166365
20630,99122
20632,82217
20634,87281
20636,117811
20637,142506
20639,126560
20640,85691
20645,122428
20646,111067
20650,120570
20653,82806
20657,90776
20658,95454
20659,102592
20660,-
20662,90195
20664,89398
20667,69606
20670,65871
20674,134177
20675,92718
20676,98088
20677,143780
20678,97482
20680,95361
20684,85579
20685,119215
20686,N
20687,48269
20688,93844
20689,152523
20690,136828
20692,115027
20693,116771
20695,108424
20701,-
20705,88174
20706,81389
20707,90876
20708,82567
20710,60909
20711,91302
20712,62361
20714,96766
20715,121179
20716,104922
20720,136312
20721,132222
20722,78427
20723,125033
20724,112811
20732,114930
20733,107763
20735,108946
20736,134645
20737,73020
20740,82246
20742,-
20743,70460
20744,98888
20745,65724
20746,74094
20747,69825
20748,75145
20751,117976
20754,121363
20755,72711
20758,132330
20759,192395
20762,66967
20763,75254
20764,86793
20765,118745
20769,129736
20770,77103
20772,110251
20774,105084
20776,105088
20777,188204
20778,126030
20779,122594
20781,89172
20782,80663
20783,71542
20784,74018
20785,76532
20794,101642
20812,196488
20814,159911
20815,221655
20816,247759
20817,236314
20818,231510
20832,139467
20833,166329
20837,161307
20838,164032
20839,116015
20841,158334
20842,112886
20850,136773
20851,91006
20852,127794
20853,128010
20854,241989
20855,146207
20860,168424
20861,191967
20862,138653
20866,114597
20868,233859
20871,137581
20872,120897
20874,105565
20876,111097
20877,85647
20878,144176
20879,96764
20880,136623
20882,160867
20886,97392
20895,167381
20896,207834
20899,33100
20901,115562
20902,97521
20903,74756
20904,92808
20905,127163
20906,89746
20910,101728
20912,94053
21001,76201
21005,88344
21009,98988
21010,100998
21012,123905
21013,131054
21014,100550
21015,121065
21017,84601
21028,129650
21029,205296
21030,104101
21031,-
21032,176373
21034,79343
21035,206057
21036,150193
21037,126931
21040,67734
21042,180700
21043,130470
21044,123962
21045,104123
21046,117066
21047,117306
21048,130793
21050,114940
21051,122215
21052,76918
21053,149835
21054,135655
21056,133415
21057,145889
21060,84344
21061,76742
21071,160655
21074,109688
21075,109666
21076,118845
21077,105576
21078,88297
21082,90492
21084,108091
21085,83190
21087,113538
21090,106372
21093,119625
21102,93470
21104,143098
21105,-
21108,127858
21111,145537
21113,108532
21114,124996
21117,99606
21120,128206
21122,102525
21128,121192
21130,50922
21131,172368
21132,115809
21133,91525
21136,110850
21140,131673
21144,107159
21146,158712
21152,128047
21153,312946
21154,104732
21155,99565
21156,136339
21157,92901
21158,92260
21160,89816
21161,116356
21162,104855
21163,139647
21201,60317
21202,68160
21204,122872
21205,43950
21206,61417
21207,67599
21208,98579
21209,108286
21210,146858
21211,80666
21212,113535
21213,53568
21214,77605
21215,58598
21216,53556
21217,61057
21218,66089
21219,94713
21220,76151
21221,69854
21222,61263
21223,48480
21224,90091
21225,59821
21226,82547
21227,75725
21228,98687
21229,58227
21230,106523
21231,99645
21234,76143
21236,90653
21237,77808
21239,64752
21240,-
21244,75015
21250,-
21251,-
21252,-
21286,103640
21401,117917
21402,90412
21403,113479
21405,194742
21409,123078
21502,60030
21520,58568
21521,42619
21522,65824
21523,54855
21524,50078
21529,81306
21530,46485
21531,59718
21532,57522
21536,62319
21538,56443
21539,54364
21540,29922
21541,74507
21542,44960
21543,N
21545,55457
21550,56579
21555,85953
21557,67504
21561,69794
21562,59953
21601,76778
21607,97465
21610,54964
21612,95278
21613,64424
21617,110291
21619,96044
21620,68087
21622,50820
21623,87322
21624,57304
21625,82039
21626,73672
21627,N
21628,80308
21629,68040
21631,70343
21632,50535
21634,131153
21635,83138
21636,70644
21638,106836
21639,53580
21640,56515
21641,60058
21643,63722
21644,N
21645,81611
21647,74032
21648,51959
21649,54694
21650,105878
21651,75218
21652,N
21653,142277
21654,89357
21655,68162
21657,88471
21658,104639
21659,75514
21660,68725
21661,76727
21662,98494
21663,91016
21664,67735
21665,121483
21666,107775
21667,73343
21668,83691
21669,53062
21671,61358
21672,26969
21673,115804
21675,56662
21676,102785
21677,98176
21678,65294
21679,115774
21701,90745
21702,92013
21703,89028
21704,142262
21705,-
21710,129242
21711,63097
21713,86914
21714,83602
21716,81304
21717,N
21718,77231
21719,57073
21722,69666
21723,161632
21727,78802
21733,103811
21734,48291
21737,219382
21738,221674
21740,61900
21742,89050
21746,-
21750,55364
21754,156426
21755,120813
21756,80574
21757,87204
21758,81228
21762,131239
21766,36865
21767,66666
21769,137114
21770,117175
21771,124959
21773,107124
21774,120431
21776,84629
21777,114387
21778,130477
21779,108211
21780,73600
21781,N
21782,70960
21783,86170
21784,120746
21787,84521
21788,83614
21790,N
21791,94142
21793,97749
21794,191708
21795,80541
21797,142549
21798,109428
21801,76495
21802,-
21804,65211
21810,88473
21811,76541
21813,86620
21814,51336
21817,47138
21821,63357
21822,85439
21824,30166
21826,63599
21829,73678
21830,78669
21835,72261
21837,69782
21838,77010
21840,50142
21841,73102
21842,76015
21849,73521
21850,66645
21851,58189
21853,47760
21856,31216
21861,61659
21862,N
21863,62103
21864,61206
21865,52603
21866,31733
21867,N
21869,61820
21871,55226
21872,42024
21874,57815
21875,66997
21890,-
21901,89189
21902,-
21903,80879
21904,88170
21911,85165
21912,63216
21913,51163
21914,78315
21915,88479
21916,-
21917,91358
21918,84359
21919,114450
21920,74289
21921,81214
21930,49138
22003,112850
22015,125732
22025,122038
22026,95324
22027,194617
22030,129186
22031,121284
22032,145266
22033,123315
22035,-
22039,200708
22041,91054
22042,119710
22043,137046
22044,107451
22046,154778
22060,101232
22066,278763
22079,123077
22101,266850
22102,175069
22124,198008
22125,119262
22134,70490
22150,110408
22151,115239
22152,122521
22153,133404
22172,89187
22180,172063
22181,177054
22182,199462
22185,-
22191,92407
22192,106099
22193,101746
22201,151134
22202,132863
22203,126014
22204,97204
22205,191511
22206,119113
22207,222584
22209,136351
22211,59095
22213,204309
22214,-
22301,148354
22302,133533
22303,104612
22304,100507
22305,109340
22306,93213
22307,150757
22308,179545
22309,103179
22310,134366
22311,76776
22312,95138
22314,149304
22315,136736
22401,77651
22405,100512
22406,100864
22407,90143
22408,93014
22427,56385
22432,46580
22433,71452
22435,56390
22436,82360
22437,64021
22438,170362
22443,66221
22448,78616
22454,65141
22460,51266
22469,44180
22473,68715
22476,58477
22480,66520
22482,69202
22485,95903
22488,52368
22503,59752
22504,81709
22508,83866
22509,N
22511,61730
22514,69477
22520,66926
22529,24402
22530,N
22534,64411
22535,62629
22538,85892
22539,59710
22542,79420
22546,71371
22548,38746
22551,81567
22553,104018
22554,116721
22556,109348
22560,50773
22567,73351
22572,58174
22576,51729
22578,72170
22579,N
22580,70930
22601,67826
22602,88993
22603,84911
22610,69519
22611,81564
22620,101894
22623,100355
22624,64370
22625,87503
22627,61088
22630,73639
22637,73777
22639,163951
22640,95105
22641,48614
22642,86289
22643,51839
22644,64773
22645,88331
22646,148430
22650,71999
22652,68435
22654,70736
22655,79520
22656,82783
22657,67576
22660,54028
22663,81329
22664,70956
22701,74038
22709,58808
22711,N
22712,84298
22713,98562
22714,82332
22715,59815
22716,68571
22718,80304
22719,32384
22720,114255
22722,110200
22723,N
22724,116652
22726,54286
22727,61257
